alpos,rec_bp,up99,lo99,up95,lo95
5199,35.69072,11.24874,1.142068,8.843219,2.006133
5201,35.54712,11.13272,1.15648,8.731465,1.994347
5203,35.40353,11.0167,1.170892,8.679776,1.999911
5205,35.25993,10.90067,1.144101,8.628087,1.971632
5207,34.73705,10.29654,1.083595,8.108739,1.685785
5209,33.9533,9.972429,1.071126,7.903831,1.66157
5211,33.96348,9.955018,1.080061,7.788369,1.648427
5213,33.96852,9.937641,1.088997,7.740503,1.637906
5215,34.0328,9.920298,1.097933,7.724502,1.633766
5217,34.09708,9.902953,1.106869,7.712673,1.629627
5219,34.16136,9.88561,1.115804,7.725096,1.625487
5221,34.22564,9.868265,1.12474,7.737518,1.621132
5223,34.28992,9.850922,1.133676,7.74994,1.617742
5225,34.35421,9.833578,1.142611,7.762363,1.618456
5227,34.41848,9.816234,1.151547,7.774786,1.61917
5229,34.48277,9.79889,1.160483,7.787208,1.625277
5231,34.5356,9.754148,1.1696,7.78306,1.636804
5233,34.58844,9.563242,1.169008,7.778912,1.648331
5235,34.64127,9.372336,1.16813,7.774763,1.653484
5237,34.69421,9.27292,1.16729,7.778239,1.653519
5239,34.74725,9.264992,1.166487,7.789339,1.653553
5241,34.80029,9.257065,1.165684,7.800439,1.653588
5243,35.2059,9.264721,1.164881,7.879842,1.656749
5245,35.51082,9.47013,1.234524,7.957419,1.70058
5247,36.18821,9.577295,1.276129,8.189953,1.752781
5249,36.55107,9.597724,1.300365,8.209567,1.813327
5251,36.91602,9.623367,1.335551,8.24897,1.826472
5253,37.16626,9.653729,1.418719,8.321303,1.829461
5255,37.21053,9.647758,1.419025,8.319024,1.815936
5257,37.25481,9.641786,1.419331,8.33049,1.802411
5259,37.29908,9.635814,1.419638,8.341955,1.789005
5261,37.34336,9.629842,1.419944,8.338143,1.775642
5263,37.38764,9.623871,1.420251,8.319084,1.773769
5265,37.43192,9.617899,1.439442,8.300024,1.809263
5267,37.47619,9.611927,1.459786,8.280965,1.831719
5269,37.52047,9.605955,1.480131,8.261906,1.829366
5271,37.56474,9.599983,1.500475,8.242846,1.827013
5273,37.60888,9.592697,1.520818,8.232182,1.825614
5275,37.55302,9.539182,1.532835,8.220091,1.801212
5277,37.51857,9.532156,1.53187,8.204824,1.798294
5279,37.48412,9.52513,1.530905,8.189558,1.775348
5281,37.44967,9.518105,1.519746,8.174292,1.76924
5283,37.41521,9.511079,1.457894,8.159024,1.737765
5285,37.38076,9.504053,1.413586,8.142893,1.718974
5287,36.39153,9.499397,1.390457,8.084002,1.65675
5289,36.35508,9.489861,1.333816,8.044741,1.671146
5291,36.39233,9.440748,1.303531,7.913966,1.690302
5293,36.42961,9.427055,1.273246,7.894666,1.678835
5295,36.46689,9.413362,1.24296,7.875366,1.654364
5297,36.50417,9.399668,1.212675,7.856066,1.654778
5299,36.54135,9.385975,1.18239,7.853936,1.655192
5301,36.57861,9.372281,1.152104,7.854627,1.655606
5303,36.61588,9.358587,1.121819,7.822154,1.651813
5305,36.65307,9.344894,1.091534,7.781862,1.63918
5307,36.69027,9.331201,1.083778,7.757209,1.541742
5309,36.72746,9.317507,1.079623,7.739178,1.51984
5311,36.63624,9.273318,1.070312,7.648298,1.488126
5313,36.5484,9.277986,1.06628,7.66798,1.487225
5315,35.8877,9.249447,0.9653751,7.615135,1.472322
5317,35.62473,9.127383,0.9409604,7.545603,1.483928
5319,34.98712,9.039634,0.937039,7.463271,1.478472
5321,34.84616,9.000458,0.9040851,7.497885,1.433802
5323,34.53884,9.029881,0.9293167,7.593146,1.395393
5325,34.03115,8.538291,0.8811745,7.366964,1.172256
5327,33.01321,8.20453,0.8473709,7.309898,1.077668
5329,32.45337,7.956178,0.6411152,7.098094,0.9320731
5331,32.21368,7.798676,0.6419646,6.961418,0.9348754
5333,32.09663,7.721575,0.6313545,6.911005,0.9370453
5335,31.67097,7.517082,0.6532777,6.860116,0.8978213
5337,31.28245,7.46359,0.6592061,6.802785,0.861254
5339,31.10585,7.424595,0.6473578,6.667426,0.8292204
5341,30.70851,7.355129,0.6191744,6.538316,0.8435748
5343,30.20351,7.315427,0.5223489,6.424787,0.859118
5345,29.69482,7.247969,0.4573443,6.258798,0.8298956
5347,29.29481,7.250564,0.4534181,6.287178,0.8081642
5349,28.92108,7.14752,0.4514088,6.389939,0.8086641
5351,28.5284,7.043826,0.4506389,6.482749,0.8257886
5353,28.11676,7.036222,0.4511085,6.450473,0.8352987
5355,27.64854,7.085679,0.4425039,6.303767,0.8223639
5357,27.19339,6.996567,0.429468,6.131474,0.691842
5359,26.91548,6.949228,0.3551499,6.003583,0.6765712
5361,26.63072,6.848903,0.3267688,5.957395,0.6654051
5363,26.32949,6.778412,0.3075585,5.914342,0.6373761
5365,26.16865,6.791516,0.2966439,5.875589,0.5883996
5367,25.15572,6.818208,0.2785297,5.698217,0.5576683
5369,24.23659,6.814149,0.2641122,5.563931,0.5687268
5371,23.98653,6.71701,0.1669857,5.567015,0.5481005
5373,23.28401,6.289764,0.142534,4.764596,0.4438477
5375,22.12664,5.970526,0.1268727,4.595924,0.4005314
5377,23.10742,6.183997,0.2126284,5.08249,0.4209353
5379,23.0754,6.202496,0.2151977,5.127223,0.3893417
5381,23.13025,6.226631,0.2193755,5.172452,0.3983751
5383,23.18509,6.250765,0.2461212,5.217681,0.4074085
5385,23.23994,6.2749,0.2482801,5.26291,0.4164419
5387,23.29479,6.299035,0.2495347,5.30644,0.4254754
5389,23.34963,6.323169,0.2471963,5.296472,0.4345088
5391,23.40448,6.347304,0.244858,5.352499,0.4474872
5393,23.45933,6.371439,0.2425197,5.357134,0.4525757
5395,23.51417,6.395573,0.2401814,5.361769,0.4586838
5397,24.89898,6.753974,0.2550227,5.549458,0.4643928
5399,24.93144,6.754861,0.2577321,5.54749,0.465942
5401,24.96389,6.755749,0.2604414,5.545522,0.4674911
5403,24.99634,6.756637,0.2631508,5.543554,0.4690402
5405,25.0288,6.757524,0.2658601,5.541585,0.4705894
5407,25.06125,6.758412,0.2616213,5.539617,0.4721385
5409,25.0937,6.7593,0.2550282,5.538141,0.4736877
5411,25.12615,6.759469,0.2484351,5.541054,0.4752368
5413,25.15861,6.748397,0.241842,5.533712,0.476786
5415,25.19106,6.761963,0.2352489,5.531744,0.4783351
5417,25.22351,6.762851,0.2286558,5.551341,0.4798842
5419,26.05659,7.015545,0.231127,5.608808,0.4977469
5421,26.17612,7.075627,0.2252988,5.627524,0.4993419
5423,26.29565,7.135708,0.2194706,5.665005,0.4946942
5425,26.41519,7.19579,0.2136424,5.696237,0.4952919
5427,26.53472,7.224018,0.2078141,5.730593,0.4958896
5429,26.65425,7.245824,0.2019859,5.720638,0.4964873
5431,26.77379,7.267631,0.1961577,5.705227,0.497085
5433,26.89332,7.289437,0.1903295,5.697415,0.4976827
5435,27.01286,7.311244,0.1845013,5.710073,0.4982804
5437,27.13239,7.33305,0.1808433,5.722732,0.4988782
5439,27.54334,7.355181,0.1812484,5.966563,0.5373292
5441,29.8858,7.473731,0.3153205,6.419927,0.5781331
5443,30.55488,7.565696,0.3640428,6.411753,0.6039712
5445,31.00015,7.507356,0.2586563,6.420914,0.6052078
5447,30.44207,7.389585,0.1475545,6.176999,0.5924915
5449,30.24115,7.341932,0.1367471,6.22802,0.6349853
5451,29.98366,7.288024,0.1304134,6.075359,0.5761471
5453,30.26128,7.45968,0.1280549,6.194358,0.5687022
5455,30.23617,7.482404,0.1283014,6.191535,0.561171
5457,30.21029,7.479866,0.128548,6.174289,0.5536399
5459,30.18442,7.477328,0.1287945,6.175821,0.5461088
5461,30.15854,7.47479,0.129041,6.177354,0.5445725
5463,30.13266,7.472251,0.1292876,6.178886,0.5437655
5465,30.10679,7.469713,0.1295341,6.180418,0.5445226
5467,30.08091,7.467175,0.1297807,6.181951,0.5585609
5469,30.05503,7.464636,0.1300272,6.183484,0.5565725
5471,30.02916,7.462098,0.1302738,6.178742,0.5545841
5473,30.00342,7.459601,0.1310888,6.16002,0.5550981
5475,29.97769,7.457104,0.1326964,6.161541,0.555612
5477,29.95196,7.454607,0.134304,6.163063,0.5561259
5479,29.92623,7.452111,0.1359116,6.164584,0.5566399
5481,29.90049,7.449614,0.1375191,6.166105,0.5571538
5483,29.87476,7.447117,0.1391267,6.167626,0.5576677
5485,29.84903,7.44462,0.1407343,6.169147,0.5372601
5487,29.82329,7.442123,0.1423419,6.170669,0.5341591
5489,29.79756,7.439626,0.1439495,6.17309,0.5333617
5491,29.69794,7.437096,0.1448143,6.197445,0.5323281
5493,29.59833,7.434565,0.1456792,6.201976,0.5312944
5495,29.49871,7.432034,0.1465441,6.203549,0.5302607
5497,29.3991,7.429504,0.1474089,6.205122,0.5292271
5499,29.30031,7.439488,0.1482738,6.199546,0.5505493
5501,29.65593,7.447906,0.1507255,6.19324,0.5759124
5503,30.00194,7.521906,0.1661176,6.214604,0.6401156
5505,30.15457,7.568641,0.1778413,6.230491,0.6554877
5507,30.11869,7.663279,0.1873055,6.245756,0.6631619
5509,30.08281,7.757916,0.1967698,6.244109,0.6685433
5511,30.04692,7.852554,0.206234,6.243487,0.656283
5513,29.96906,7.813307,0.2149153,6.2437,0.5910229
5515,30.00205,7.635838,0.2236274,6.249164,0.5855443
5517,29.29454,7.601012,0.2196533,6.206194,0.5701753
5519,29.17632,7.537606,0.2187887,6.137052,0.5608147
5521,29.32214,7.588636,0.2155068,6.155592,0.5407733
5523,29.36994,7.547929,0.2086642,6.08297,0.4876855
5525,29.46306,7.567132,0.205044,6.093908,0.4556324
5527,30.03204,7.590855,0.2023624,6.04639,0.4720597
5529,31.1255,7.566082,0.1748936,6.073599,0.4615587
5531,32.25415,7.510356,0.1762538,6.06667,0.4642149
5533,33.30492,7.420872,0.1824041,6.099799,0.4663536
5535,34.68591,7.348133,0.1853022,6.104905,0.4695526
5537,34.76482,7.275481,0.185587,6.106928,0.522477
5539,35.07466,7.208292,0.1855706,6.260913,0.5202173
5541,35.34403,7.181958,0.1855891,6.25581,0.5179383
5543,35.12883,7.160371,0.185391,6.171601,0.5155956
5545,34.6739,7.138785,0.1851929,6.082303,0.513253
5547,34.43546,7.11716,0.1849949,6.058831,0.5109103
5549,34.25756,7.103404,0.1847968,5.959901,0.4902506
5551,34.09861,7.030635,0.1792258,5.916253,0.4736784
5553,33.95863,6.908286,0.1726953,5.849893,0.4629082
5555,33.81864,6.884211,0.1661648,5.822896,0.452138
5557,33.47875,6.850295,0.1654649,5.81522,0.4470943
5559,33.13887,6.81638,0.164765,5.807544,0.4420506
5561,32.79898,6.782465,0.1640651,5.799869,0.437007
5563,32.45909,6.748549,0.1633652,5.759979,0.4319633
5565,32.11921,6.714634,0.1626654,5.693434,0.4269196
5567,31.77932,6.680718,0.1619655,5.626888,0.4218759
5569,31.43943,6.646803,0.1612656,5.560342,0.4168322
5571,31.09955,6.617585,0.1605657,5.520325,0.4117886
5573,30.75966,6.609702,0.1598659,5.519386,0.402019
5575,30.41977,6.60182,0.159166,5.518447,0.394128
5577,29.26194,6.533166,0.1544577,5.275556,0.3503621
5579,29.16582,6.53586,0.1551203,5.278235,0.352403
5581,29.0697,6.538554,0.155783,5.227088,0.345369
5583,28.97358,6.541249,0.1564456,5.167368,0.330907
5585,28.87746,6.543943,0.1571082,5.108337,0.3164449
5587,28.78134,6.546638,0.1577709,5.013537,0.3019828
5589,28.68522,6.549332,0.1584335,4.974153,0.3013416
5591,28.5891,6.552026,0.1590962,4.842801,0.3010521
5593,28.49298,6.55472,0.1597588,4.711449,0.3007626
5595,28.39686,6.557415,0.1604215,4.59557,0.2985322
5597,26.97077,6.548737,0.100277,4.582162,0.2426327
5599,26.89704,6.546483,9.582479E-02,4.555152,0.2417624
5601,26.82332,6.52855,9.137256E-02,4.562195,0.2387614
5603,26.74959,6.509575,8.692034E-02,4.553563,0.2329603
5605,26.67586,6.490601,8.246811E-02,4.54403,0.2271592
5607,26.60214,6.471625,7.801589E-02,4.534497,0.2213581
5609,26.52841,6.452651,7.356367E-02,4.524964,0.218088
5611,26.45469,6.433676,6.911144E-02,4.51543,0.2162558
5613,26.38096,6.414701,0.0679369,4.505898,0.2144237
5615,26.30723,6.395726,0.0679695,4.496365,0.2125915
5617,26.23351,6.376751,0.0680021,4.486831,0.2085436
5619,25.35916,6.274362,6.443255E-02,4.333422,0.1862282
5621,25.19835,6.265813,6.418996E-02,4.291268,0.1863407
5623,25.03754,6.257264,6.394738E-02,4.255817,0.1864532
5625,24.87673,6.248714,0.0637048,4.252107,0.1837879
5627,24.80374,6.215609,6.330015E-02,4.311785,0.1849522
5629,24.6585,6.167545,6.292033E-02,4.308466,0.1850352
5631,24.51327,6.106482,6.254052E-02,4.305146,0.1857465
5633,24.36803,6.016711,6.216069E-02,4.27348,0.1874842
5635,24.2228,5.92694,6.178088E-02,4.233577,0.187685
5637,24.0981,5.837196,6.140463E-02,4.229872,0.1853503
5639,23.63541,5.693609,6.102647E-02,4.086154,0.1792818
5641,21.24121,5.118444,5.866627E-02,3.711702,0.148315
5643,20.16782,5.049375,5.792082E-02,3.69883,0.1428466
5645,19.5703,4.986773,4.855802E-02,3.654965,0.1464205
5647,20.36811,5.044127,4.878616E-02,3.539928,0.1477136
5649,20.23742,5.00966,4.883024E-02,3.490612,0.150328
5651,20.16122,4.977992,0.0490076,3.508759,0.1394715
5653,19.66462,4.386987,4.981157E-02,3.3463,0.1203539
5655,19.67542,4.457243,5.136029E-02,3.334143,0.1146426
5657,19.72549,4.579116,5.609477E-02,3.494814,0.1291721
5659,19.71637,4.587583,5.589717E-02,3.484898,0.1308877
5661,19.70327,4.58505,5.569956E-02,3.479178,0.1295888
5663,19.73126,4.582431,5.550196E-02,3.618734,0.1282899
5665,19.76069,4.715038,5.529034E-02,3.615896,0.1269916
5667,19.71609,4.703422,0.0550647,3.610619,0.1264258
5669,19.6715,4.691806,5.483907E-02,3.605342,0.12586
5671,19.6269,4.680191,5.461343E-02,3.600065,0.1255167
5673,19.5823,4.668575,5.438779E-02,3.579834,0.1256741
5675,19.5377,4.656959,5.416215E-02,3.543184,0.1258315
5677,19.4931,4.645343,5.393651E-02,3.515047,0.1259889
5679,19.4485,4.633728,5.371087E-02,3.50917,0.1261463
5681,19.40391,4.622112,5.348523E-02,3.503294,0.1263036
5683,19.35931,4.610496,5.325959E-02,3.497417,0.1247664
5685,19.31471,4.59888,5.303396E-02,3.474026,0.1246759
5687,19.27011,4.587265,5.280831E-02,3.4502,0.1245855
5689,19.22551,4.575649,5.258268E-02,3.426373,0.124495
5691,19.18091,4.564033,5.235704E-02,3.402547,0.1244046
5693,19.13631,4.552417,0.0521314,3.378721,0.1243141
5695,19.09171,4.540802,5.190576E-02,3.354895,0.1219086
5697,19.04712,4.529476,5.168012E-02,3.346837,0.1192352
5699,19.00169,4.520998,5.145448E-02,3.307242,0.1155922
5701,18.50186,4.487373,0.0509518,3.146072,0.1084019
5703,18.01164,4.392151,4.896943E-02,2.992657,9.143513E-02
5705,17.71479,4.322804,4.577468E-02,2.969407,8.877268E-02
5707,17.60646,4.253005,4.394968E-02,2.973253,8.786438E-02
5709,17.49813,4.183206,4.212469E-02,2.923328,8.695607E-02
5711,17.3898,4.113406,4.029969E-02,2.904092,8.604776E-02
5713,17.28147,4.043607,0.0384747,2.891037,8.391167E-02
5715,17.17314,3.973807,3.664971E-02,2.867603,8.298489E-02
5717,17.07801,3.904008,3.593171E-02,2.849358,0.0776415
5719,16.99609,3.834209,3.521671E-02,2.840384,7.389491E-02
5721,16.17269,3.666137,3.009469E-02,2.576936,6.644563E-02
5723,15.77954,3.587385,0.030059,2.489992,6.504531E-02
5725,15.38639,3.508633,3.002332E-02,2.405792,6.432371E-02
5727,14.64729,3.418833,0.0269634,2.336871,6.299792E-02
5729,13.37731,3.317775,2.558236E-02,2.236462,5.969703E-02
5731,12.05525,3.108225,0.0248981,2.134485,5.424285E-02
5733,10.81162,3.073212,2.463676E-02,2.126336,5.372006E-02
5735,9.242105,3.058741,2.178186E-02,2.095035,5.301767E-02
5737,8.974851,3.029123,2.154572E-02,2.05078,5.155982E-02
5739,8.476677,3.02523,2.096079E-02,2.046139,5.011475E-02
5741,7.999837,3.021397,2.048058E-02,2.046129,0.0497622
5743,7.988461,3.018098,2.045388E-02,2.046127,4.988793E-02
5745,7.977083,3.014699,2.042718E-02,2.046126,5.001365E-02
5747,7.97332,3.011397,2.040103E-02,2.061737,5.024905E-02
5749,7.977169,3.008203,2.037542E-02,2.067503,5.059413E-02
5751,7.981018,3.005008,2.034981E-02,2.07327,5.093922E-02
5753,7.984867,3.001814,2.032421E-02,2.079037,0.0512843
5755,7.988716,2.99862,0.0202986,2.082632,5.261485E-02
5757,7.992566,2.995425,2.027299E-02,2.081239,5.275936E-02
5759,7.996415,2.992231,2.024738E-02,2.079846,5.279286E-02
5761,8.000264,2.989037,2.022178E-02,2.078452,5.282636E-02
5763,8.004113,2.985842,2.019617E-02,2.077059,5.300972E-02
5765,8.007962,2.982648,2.017056E-02,2.105464,0.0533548
5767,8.011812,2.979453,2.014495E-02,2.107445,5.347094E-02
5769,8.015661,2.976259,2.011934E-02,2.109426,5.347031E-02
5771,8.01951,2.973065,2.009374E-02,2.111406,5.346969E-02
5773,8.023359,2.967144,2.006813E-02,2.113387,5.346907E-02
5775,8.027209,2.95787,2.004252E-02,2.115368,5.346844E-02
5777,8.031058,2.963482,2.001691E-02,2.117349,5.346782E-02
5779,8.034907,2.960287,0.0199913,2.119786,5.346719E-02
5781,8.038756,2.957093,0.0199657,2.12131,5.346657E-02
5783,8.042606,2.953898,1.994009E-02,2.123291,5.346595E-02
5785,8.046455,2.950704,1.991448E-02,2.125272,5.346532E-02
5787,8.137877,2.961873,2.292845E-02,2.271767,5.979351E-02
5789,8.132882,2.96687,2.342316E-02,2.36352,6.263088E-02
5791,8.117118,2.971555,2.383384E-02,2.413096,6.333839E-02
5793,8.079971,2.968623,2.424451E-02,2.420783,6.302484E-02
5795,8.042824,2.965691,2.465519E-02,2.428469,6.298634E-02
5797,8.005677,2.962759,2.506586E-02,2.436155,6.306168E-02
5799,7.96853,2.959827,2.547654E-02,2.443842,6.313701E-02
5801,7.931383,2.956895,2.588722E-02,2.451528,6.321234E-02
5803,7.894236,2.953964,2.629789E-02,2.459214,6.328768E-02
5805,7.857089,2.951032,2.670857E-02,2.47432,6.336302E-02
5807,7.858407,2.985671,2.711924E-02,2.522334,6.343835E-02
5809,7.898247,3.035117,2.752992E-02,2.51742,6.351368E-02
5811,7.938087,3.084563,0.0279406,2.520407,6.358901E-02
5813,7.977928,3.13401,2.835127E-02,2.534692,6.309579E-02
5815,8.017768,3.183456,2.876195E-02,2.548977,6.256537E-02
5817,8.052235,3.232903,2.917262E-02,2.563262,6.209962E-02
5819,8.135106,3.314235,3.009399E-02,2.584902,6.402119E-02
5821,8.119142,3.395275,3.101535E-02,2.606542,6.460774E-02
5823,8.121952,3.469972,3.197468E-02,2.768291,7.437216E-02
5825,8.108184,3.659503,0.0347643,2.826934,7.454399E-02
5827,8.086774,3.729594,3.662676E-02,2.912458,6.749234E-02
5829,8.891013,3.782093,3.616455E-02,3.064754,7.021582E-02
5831,8.969977,3.805934,3.584293E-02,3.169684,7.465146E-02
5833,9.05578,3.900599,3.566188E-02,3.194544,7.592966E-02
5835,9.141584,3.996742,3.548084E-02,3.195283,7.772286E-02
5837,9.206846,3.983933,3.553418E-02,3.264873,7.880559E-02
5839,9.318689,3.971114,3.582191E-02,3.327795,7.866178E-02
5841,9.469638,4.230714,0.0400251,3.516605,9.706469E-02
5843,9.466889,4.340851,4.104619E-02,3.765684,0.1064683
5845,9.294949,4.616562,4.339693E-02,3.654668,9.991983E-02
5847,8.358865,4.646517,3.906988E-02,3.519988,9.732319E-02
5849,8.365612,4.702897,3.918399E-02,3.648345,0.1027362
5851,8.395561,4.718946,3.929811E-02,3.815916,0.1012481
5853,9.150152,4.822317,4.771443E-02,4.134047,0.1093043
5855,9.674491,4.829893,4.762931E-02,4.148958,0.1088917
5857,9.706324,4.680583,4.754822E-02,4.023617,9.744635E-02
5859,9.779966,4.687102,4.748994E-02,4.072868,0.1005592
5861,9.858782,4.69362,4.743165E-02,4.122119,0.1032457
5863,9.911939,4.793688,4.738889E-02,4.229755,0.1105555
5865,9.957472,4.876668,4.737565E-02,4.264375,0.1137405
5867,10.03341,4.923676,4.736245E-02,4.284302,0.1153435
5869,10.06954,4.934719,4.733526E-02,4.294676,0.1162944
5871,10.10568,4.945763,4.730807E-02,4.310569,0.1172454
5873,10.14182,4.956806,4.728088E-02,4.326462,0.1177378
5875,10.17796,4.96785,4.725369E-02,4.326304,0.1173559
5877,10.2141,4.978893,0.0472265,4.317593,0.1200982
5879,10.25023,4.989936,4.719931E-02,4.315148,0.1210101
5881,10.28637,5.00098,4.775583E-02,4.320289,0.1211793
5883,10.32251,5.012023,4.915391E-02,4.33282,0.1213486
5885,10.35865,5.023067,0.050552,4.334463,0.1215179
5887,10.51968,5.150605,5.194971E-02,4.355488,0.121555
5889,10.66671,5.335384,5.335838E-02,4.37894,0.1258106
5891,10.98589,5.53256,0.0547784,4.408104,0.1267733
5893,11.35194,5.575621,6.593554E-02,4.434214,0.1277385
5895,11.42661,5.604377,6.584809E-02,4.436523,0.1581353
5897,11.50336,5.608017,6.560434E-02,4.450354,0.157463
5899,11.58011,5.611658,0.0653606,4.467333,0.1582357
5901,11.65687,5.615298,6.511685E-02,4.484312,0.1582859
5903,11.73362,5.618938,6.487311E-02,4.501292,0.1580717
5905,11.81037,5.622579,6.462936E-02,4.518271,0.1575273
5907,11.88712,5.62622,6.438562E-02,4.53525,0.1569828
5909,11.96388,5.633782,6.414188E-02,4.552229,0.1564384
5911,12.04063,5.663215,6.389813E-02,4.569209,0.1558939
5913,12.11738,5.692647,6.365439E-02,4.586188,0.1553494
5915,12.30723,5.722172,8.536412E-02,4.593883,0.1557408
5917,12.48168,5.745769,0.0870996,4.598041,0.156293
5919,12.50203,5.823911,8.821382E-02,4.60099,0.1607448
5921,12.52238,5.933296,8.932804E-02,4.603939,0.1620357
5923,12.54273,6.042681,9.044227E-02,4.625781,0.1633267
5925,12.60983,6.15557,9.089858E-02,4.753087,0.1695872
5927,12.73905,6.208599,9.080656E-02,4.883847,0.1981525
5929,12.90521,6.215603,9.071454E-02,4.918023,0.2009866
5931,13.00943,6.223099,0.1018226,4.936174,0.2160189
5933,13.08036,6.2307,0.1021842,4.953822,0.2157299
5935,13.22533,6.238336,0.1021453,4.980214,0.2578323
5937,13.35261,6.238855,0.1021063,4.988986,0.2598433
5939,13.4799,6.239375,0.1020673,5.006245,0.2618544
5941,13.60718,6.239895,0.1020284,5.023503,0.2685065
5943,13.67769,6.240387,0.1311482,5.13081,0.2717006
5945,13.70703,6.240808,0.132797,5.155276,0.3044982
5947,13.72877,6.233858,0.133991,5.177115,0.3063377
5949,13.74289,6.21954,0.135185,5.190121,0.3081534
5951,13.75701,6.205222,0.1363791,5.188706,0.3099691
5953,13.77113,6.190904,0.1375731,5.166719,0.3117847
5955,13.78525,6.176586,0.1400064,5.144733,0.3136004
5957,13.79937,6.162267,0.14008,5.122747,0.3154161
5959,13.81349,6.147949,0.1411552,5.100761,0.3172318
5961,14.09841,6.133923,0.1470802,5.115401,0.3336894
5963,14.07025,6.120336,0.1569252,5.16439,0.3374609
5965,14.04209,6.117824,0.16806,5.189362,0.3412324
5967,14.01394,6.141049,0.1724599,5.179412,0.3450038
5969,13.98759,6.166376,0.181294,5.221235,0.3487573
5971,14.2469,6.173974,0.1925312,5.406262,0.368678
5973,14.25511,6.176317,0.1949687,5.420144,0.3627644
5975,14.26333,6.17866,0.1974061,5.434026,0.3577847
5977,14.27154,6.181003,0.1998436,5.447907,0.3597603
5979,14.27975,6.183346,0.2047401,5.46179,0.356747
5981,14.32099,6.186001,0.2072908,5.475563,0.3562945
5983,14.32565,6.188378,0.2083977,5.48946,0.3591297
5985,14.3303,6.190754,0.2095045,5.503356,0.3619649
5987,14.24739,6.190681,0.2040698,5.513685,0.3418606
5989,14.26089,6.198333,0.2025251,5.524299,0.3265939
5991,14.28516,6.208773,0.2025799,5.476391,0.3179738
5993,14.33081,6.225933,0.2026346,5.468372,0.309296
5995,14.37646,6.243093,0.2026894,5.460353,0.3006183
5997,14.42211,6.260252,0.2027442,5.452334,0.2919406
5999,14.48533,6.27094,0.2038459,5.451676,0.3056543
6001,14.51361,6.4498,0.2042805,5.503003,0.3153158
6003,14.52713,6.482728,0.2043245,5.490517,0.3327438
6005,14.54065,6.515657,0.2049165,5.47803,0.3288255
6007,14.5157,6.548586,0.2055085,5.448435,0.2900658
6009,14.45223,6.581514,0.2041267,5.453057,0.2779056
6011,14.38877,6.614443,0.2040882,5.443199,0.2789122
6013,14.3253,6.647372,0.2040498,5.440831,0.2799189
6015,14.26183,6.6803,0.1832624,5.438462,0.2809255
6017,14.20373,6.713229,0.1689928,5.403111,0.2819321
6019,14.09724,6.724016,0.1514792,5.35705,0.2828549
6021,14.08957,6.734804,0.1463969,5.321223,0.2837777
6023,14.07306,6.668384,0.1409914,5.243174,0.2611743
6025,14.08304,6.650951,0.1243015,5.24189,0.2548932
6027,14.01286,6.688332,0.1103543,5.239532,0.2408381
6029,13.18927,6.724684,9.014637E-02,5.228216,0.229381
6031,13.14784,6.708519,8.776166E-02,5.240239,0.2263613
6033,13.17501,6.670061,0.0874365,5.25333,0.2264239
6035,13.02981,6.621931,8.692846E-02,5.220499,0.226443
6037,12.88455,6.573801,8.642042E-02,5.160899,0.2264621
6039,12.73923,6.525671,8.591238E-02,5.13333,0.2264812
6041,12.55479,6.293485,8.094798E-02,4.752195,0.2164891
6043,12.52406,6.187664,7.880388E-02,4.527832,0.2142143
6045,12.51114,6.112947,7.690767E-02,4.412132,0.2126092
6047,12.54509,6.051017,7.502875E-02,4.369056,0.2113109
6049,12.52207,6.037368,7.272263E-02,4.354139,0.197597
6051,12.44776,6.023539,7.124066E-02,4.275567,0.1807675
6053,11.62073,6.0078,6.315182E-02,4.212792,0.1558921
6055,11.02525,5.985049,5.310295E-02,4.07571,0.1485349
6057,10.88376,5.829075,5.260854E-02,4.070931,0.1342525
6059,10.75966,5.741442,5.211413E-02,4.040013,0.1293109
6061,10.63436,5.388723,5.161972E-02,3.942959,0.115506
6063,10.49364,5.318401,5.075122E-02,3.909832,0.1108278
6065,10.35909,5.207191,4.977156E-02,3.757453,0.1020121
6067,10.26818,5.149508,4.632817E-02,3.752599,0.1007247
6069,10.21706,5.145353,4.655376E-02,3.748861,0.1006483
6071,10.16594,5.141198,4.677936E-02,3.745124,0.1003829
6073,10.11482,5.137043,4.700496E-02,3.741387,0.1001176
6075,10.0637,5.132888,4.723056E-02,3.73765,9.985223E-02
6077,10.01258,5.128733,4.745615E-02,3.733912,9.958689E-02
6079,9.961465,5.124578,4.768175E-02,3.730175,9.932155E-02
6081,9.910346,5.120423,4.790734E-02,3.726438,9.905621E-02
6083,9.859227,5.116268,4.813294E-02,3.722701,9.111697E-02
6085,9.808109,5.090987,4.815905E-02,3.718964,8.290634E-02
6087,9.632092,5.047415,4.804939E-02,3.715657,7.469103E-02
6089,9.470086,4.728297,4.786091E-02,3.678145,6.690037E-02
6091,9.135921,4.569874,4.758617E-02,3.661063,6.669896E-02
6093,8.754887,4.30115,4.188227E-02,3.554818,6.634048E-02
6095,8.665245,4.295561,4.152416E-02,3.511432,6.602431E-02
6097,8.573511,4.297636,4.117228E-02,3.506022,6.582886E-02
6099,8.481777,4.288674,4.082041E-02,3.500613,6.563341E-02
6101,8.390043,4.271259,4.046854E-02,3.495203,6.543797E-02
6103,8.298309,4.253844,4.011666E-02,3.489793,6.524251E-02
6105,8.206575,4.236429,3.976478E-02,3.484383,6.504706E-02
