depth,gc,acc,gcrank
1718.54,0.58,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2585.22,0.57,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1087.84,0.57,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1065.8,0.57,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2667.29,0.57,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2634.19,0.56,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1974.05,0.56,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
6829.55,0.56,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1979.52,0.56,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2885.17,0.55,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2929.87,0.55,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2802.66,0.54,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
951.34,0.53,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1256.91,0.52,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1246.15,0.52,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1899.97,0.52,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3278.31,0.51,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2809.92,0.51,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1857.89,0.5,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1268.9,0.5,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1081.13,0.5,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3240.95,0.49,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3573.23,0.48,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2318.57,0.48,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3273.27,0.48,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2024.3,0.48,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3553.81,0.47,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
1009.56,0.46,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
960.84,0.46,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2979.96,0.46,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3606.29,0.45,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3601.03,0.45,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3427.73,0.45,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3021.15,0.44,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2961.54,0.44,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3945.32,0.43,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3097.06,0.43,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3728.08,0.42,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3330.53,0.42,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2658.26,0.42,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3537.8,0.4,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
2845.42,0.39,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3524.32,0.39,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3716.32,0.38,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3897.78,0.36,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3659.03,0.35,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3767.11,0.34,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
3646.08,0.33,SRR6316233_NODE_9_length_3127_cov_89.766602,bot90
4.48,0.46,DRR140174_NODE_16_length_2050_cov_2.710777,top10
4.33,0.45,DRR140174_NODE_16_length_2050_cov_2.710777,top10
3.47,0.44,DRR140174_NODE_16_length_2050_cov_2.710777,top10
3.34,0.43,DRR140174_NODE_16_length_2050_cov_2.710777,top10
5.63,0.42,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
4.73,0.42,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
5.88,0.42,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
5.36,0.41,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
9.93,0.41,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
4.02,0.39,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
9.72,0.38,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
8.91,0.38,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
2.92,0.37,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
8.23,0.37,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
5.24,0.37,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
5.47,0.36,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
3.58,0.35,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
9.81,0.35,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
3.96,0.35,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
4.62,0.35,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
4.91,0.34,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
4.54,0.33,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
9.84,0.33,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
10.09,0.33,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
3.66,0.31,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
6.52,0.31,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
6.91,0.31,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
3.03,0.31,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
5.85,0.3,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
7.79,0.3,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
6.29,0.3,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
6.07,0.29,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
4.73,0.29,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
4.33,0.28,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
9.87,0.28,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
7.15,0.27,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
5.14,0.26,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
5.51,0.26,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
5.74,0.25,DRR140174_NODE_16_length_2050_cov_2.710777,bot90
72.74,0.68,DRR140164_NODE_6_length_3329_cov_13.258094,top10
24.2,0.68,DRR140164_NODE_6_length_3329_cov_13.258094,top10
76.51,0.65,DRR140164_NODE_6_length_3329_cov_13.258094,top10
27.3,0.65,DRR140164_NODE_6_length_3329_cov_13.258094,top10
26.46,0.64,DRR140164_NODE_6_length_3329_cov_13.258094,top10
15.1,0.64,DRR140164_NODE_6_length_3329_cov_13.258094,top10
21.52,0.63,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
23.07,0.62,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
90.6,0.62,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
32.98,0.61,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
64.23,0.6,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
25.79,0.58,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
2979.37,0.57,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
5555.75,0.57,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
53.56,0.56,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
85.55,0.55,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
34.37,0.54,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
21.2,0.54,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
39.77,0.53,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
34.14,0.53,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
30.95,0.52,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
31.27,0.52,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
37.11,0.51,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
494.53,0.5,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
36.17,0.49,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
40.48,0.49,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
30.82,0.49,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
29.25,0.48,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
57.58,0.47,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
34.2,0.47,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
28.62,0.47,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
29.46,0.47,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
25.0,0.47,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
32.21,0.47,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
35.06,0.46,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
35.79,0.46,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
32.99,0.46,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
3105.68,0.46,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
39.57,0.44,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
27.91,0.44,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
38.2,0.44,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
31.94,0.43,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
33.74,0.43,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
29.65,0.43,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
25.25,0.42,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
23.81,0.42,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
21.92,0.41,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
28.66,0.4,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
29.26,0.4,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
22.15,0.4,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
36.57,0.39,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
24.82,0.39,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
30.35,0.39,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
36.98,0.37,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
15.73,0.37,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
29.05,0.36,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
17.59,0.36,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
35.55,0.34,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
25.11,0.34,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
27.51,0.34,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
28.18,0.33,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
29.06,0.33,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
30.81,0.33,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
21.26,0.33,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
32.55,0.32,DRR140164_NODE_6_length_3329_cov_13.258094,bot90
9.28,0.71,SRR8862009_NODE_8_length_2867_cov_6.887269,top10
7.93,0.62,SRR8862009_NODE_8_length_2867_cov_6.887269,top10
11.51,0.6,SRR8862009_NODE_8_length_2867_cov_6.887269,top10
11.6,0.56,SRR8862009_NODE_8_length_2867_cov_6.887269,top10
9.36,0.49,SRR8862009_NODE_8_length_2867_cov_6.887269,top10
9.08,0.48,SRR8862009_NODE_8_length_2867_cov_6.887269,top10
8.86,0.48,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
11.76,0.47,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
11.73,0.47,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
10.39,0.46,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
8.68,0.45,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
9.02,0.45,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
15.85,0.43,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
10.26,0.42,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
10.82,0.41,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
13.44,0.41,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
10.24,0.41,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
17.75,0.41,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
11.23,0.4,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
9.43,0.4,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
17.97,0.39,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
7.47,0.38,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
9.29,0.38,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
11.9,0.37,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
9.4,0.37,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
15.82,0.37,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
5.47,0.36,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
10.31,0.36,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
8.2,0.36,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
18.14,0.36,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
12.07,0.36,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
10.79,0.36,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
8.28,0.36,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
12.5,0.35,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
5.93,0.35,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
13.0,0.35,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
13.11,0.35,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
9.73,0.34,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
12.3,0.33,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
9.84,0.33,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
15.98,0.32,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
9.13,0.31,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
12.52,0.31,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
12.07,0.31,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
11.75,0.31,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
12.76,0.3,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
10.54,0.3,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
12.23,0.3,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
8.76,0.29,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
12.89,0.29,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
11.49,0.29,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
7.02,0.28,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
14.12,0.27,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
14.23,0.27,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
16.72,0.26,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
8.28,0.25,SRR8862009_NODE_8_length_2867_cov_6.887269,bot90
763.54,0.68,SRR2037085_NODE_9013_length_2021_cov_65.726857,top10
838.53,0.62,SRR2037085_NODE_9013_length_2021_cov_65.726857,top10
868.53,0.6,SRR2037085_NODE_9013_length_2021_cov_65.726857,top10
960.75,0.56,SRR2037085_NODE_9013_length_2021_cov_65.726857,top10
754.56,0.55,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
969.28,0.55,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
903.3,0.54,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
933.55,0.52,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
719.02,0.5,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
914.43,0.49,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1029.57,0.49,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1224.05,0.47,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
859.45,0.46,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
772.73,0.46,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
839.62,0.46,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1029.34,0.45,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
787.5,0.45,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
771.65,0.44,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
749.06,0.44,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
810.5,0.44,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
804.08,0.43,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
961.0,0.43,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1261.29,0.42,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
973.55,0.41,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
986.06,0.41,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1085.25,0.41,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1076.84,0.4,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
836.77,0.4,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
711.74,0.4,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
865.56,0.39,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
833.47,0.39,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1063.66,0.39,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1036.31,0.38,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
878.54,0.37,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1038.57,0.37,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1090.2,0.37,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
817.81,0.36,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
820.13,0.35,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
1087.46,0.33,SRR2037085_NODE_9013_length_2021_cov_65.726857,bot90
95.24,0.61,SRR2037083_NODE_1273_length_2990_cov_48.493015,top10
106.07,0.6,SRR2037083_NODE_1273_length_2990_cov_48.493015,top10
140.94,0.58,SRR2037083_NODE_1273_length_2990_cov_48.493015,top10
77.42,0.53,SRR2037083_NODE_1273_length_2990_cov_48.493015,top10
92.4,0.47,SRR2037083_NODE_1273_length_2990_cov_48.493015,top10
149.39,0.47,SRR2037083_NODE_1273_length_2990_cov_48.493015,top10
124.82,0.46,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
117.47,0.46,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
122.74,0.46,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
116.94,0.45,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
132.67,0.44,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
116.97,0.42,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
130.4,0.42,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
128.77,0.42,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
184.4,0.4,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
119.48,0.4,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
124.72,0.39,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
115.67,0.39,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
195.56,0.39,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
99.74,0.38,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
31.24,0.38,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
73.48,0.37,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
78.01,0.37,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
33.1,0.37,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
122.42,0.36,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
193.38,0.36,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
211.8,0.35,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
105.93,0.35,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
84.53,0.34,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
186.21,0.34,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
122.29,0.34,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
99.88,0.34,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
179.55,0.33,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
75.45,0.33,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
219.65,0.33,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
121.86,0.33,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
85.95,0.32,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
78.14,0.32,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
56.12,0.31,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
86.24,0.31,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
120.36,0.31,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
91.59,0.31,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
141.95,0.31,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
126.58,0.31,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
143.1,0.31,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
87.08,0.31,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
149.67,0.31,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
204.22,0.3,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
45.28,0.29,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
127.37,0.29,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
106.99,0.28,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
102.32,0.28,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
123.63,0.28,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
64.6,0.28,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
87.84,0.28,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
129.66,0.27,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
108.53,0.27,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
106.8,0.26,SRR2037083_NODE_1273_length_2990_cov_48.493015,bot90
5.09,0.7,DRR140165_NODE_22_length_3550_cov_2.654077,top10
4.69,0.59,DRR140165_NODE_22_length_3550_cov_2.654077,top10
6.31,0.54,DRR140165_NODE_22_length_3550_cov_2.654077,top10
4.74,0.52,DRR140165_NODE_22_length_3550_cov_2.654077,top10
4.24,0.52,DRR140165_NODE_22_length_3550_cov_2.654077,top10
7.58,0.5,DRR140165_NODE_22_length_3550_cov_2.654077,top10
3.61,0.5,DRR140165_NODE_22_length_3550_cov_2.654077,top10
3.99,0.48,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
7.68,0.47,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.4,0.46,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
7.0,0.45,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
6.99,0.45,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
6.56,0.45,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
3.94,0.44,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.01,0.43,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.8,0.42,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
9.26,0.42,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
3.57,0.41,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
3.48,0.41,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.86,0.41,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
9.18,0.41,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.96,0.4,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.89,0.4,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
8.4,0.4,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.28,0.4,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
4.65,0.4,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
6.29,0.39,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.43,0.39,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
8.56,0.39,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
7.6,0.38,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
6.07,0.38,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
9.27,0.38,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
10.73,0.38,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
16.51,0.37,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
8.59,0.37,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.2,0.37,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
7.78,0.36,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
8.74,0.36,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
4.54,0.36,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.55,0.36,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
15.02,0.36,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
11.48,0.36,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
11.3,0.36,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
9.91,0.36,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
6.36,0.35,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
7.11,0.35,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
3.59,0.35,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
10.64,0.34,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.15,0.34,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
3.43,0.33,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
10.36,0.33,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
7.68,0.33,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
4.44,0.33,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
8.45,0.32,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
4.61,0.32,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
5.85,0.32,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
7.54,0.32,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
17.65,0.32,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
8.27,0.31,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
3.16,0.31,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
21.76,0.31,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
6.58,0.3,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
6.53,0.3,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
9.37,0.3,DRR140165_NODE_22_length_3550_cov_2.654077,bot90
